title,genres,year,clean_title,source,language
Misteri Janda Kembang,horror,1991,misteri janda kembang,Indo_Lama,Indo
Nada dan Dakwah,drama,1991,nada dan dakwah,Indo_Lama,Indo
Perjanjian di Malam Keramat,horror,1991,perjanjian di malam keramat,Indo_Lama,Indo
Pesta,drama,1991,pesta,Indo_Lama,Indo
Saur Sepuh 4: Titisan Darah Biru,,1991,saur sepuh 4 titisan darah biru,Indo_Lama,Indo
Si Kabayan dan Anak Jin,comedy,1991,si kabayan dan anak jin,Indo_Lama,Indo
Sudah Pasti Tahan,comedy,1991,sudah pasti tahan,Indo_Lama,Indo
Taksi,drama,1991,taksi,Indo_Lama,Indo
Taksi 2,drama,1991,taksi 2,Indo_Lama,Indo
Antri Dong,,1990,antri dong,Indo_Lama,Indo
Blok M,drama,1990,blok m,Indo_Lama,Indo
Catatan Si Boy 3,drama,1990,catatan si boy 3,Indo_Lama,Indo
Forgotten Rules,comedy,1990,forgotten rules,Indo_Lama,Indo
Guntur tengah malam,horror,1990,guntur tengah malam,Indo_Lama,Indo
Jaka Swara,action,1990,jaka swara,Indo_Lama,Indo
Langitku Rumahku,drama,1990,langitku rumahku,Indo_Lama,Indo
Mana Bisa Tahan,comedy,1990,mana bisa tahan,Indo_Lama,Indo
Misteri dari Gunung Merapi,action,1990,misteri dari gunung merapi,Indo_Lama,Indo
Saur Sepuh 3: Kembang Gunung Lawu,,1990,saur sepuh 3 kembang gunung lawu,Indo_Lama,Indo
Soerabaja '45,drama,1990,soerabaja 45,Indo_Lama,Indo
Titisan Dewi Ular,comedy,1990,titisan dewi ular,Indo_Lama,Indo
American Hunter,action,1989,american hunter,Indo_Lama,Indo
Istana Kecantikan,drama,1989,istana kecantikan,Indo_Lama,Indo
Joe Turun ke Desa,adventure,1989,joe turun ke desa,Indo_Lama,Indo
Lebih Asyik Sama Kamu,comedy,1989,lebih asyik sama kamu,Indo_Lama,Indo
Lupus III,,1989,lupus iii,Indo_Lama,Indo
Musnahkan Ilmu Santet,horror,1989,musnahkan ilmu santet,Indo_Lama,Indo
Pacar Ketinggalan Kereta,drama,1989,pacar ketinggalan kereta,Indo_Lama,Indo
Pembalasan Ratu Pantai Selatan,action,1989,pembalasan ratu pantai selatan,Indo_Lama,Indo
Sabar Dulu Dong...!,comedy,1989,sabar dulu dong,Indo_Lama,Indo
Saur Sepuh 2: Pesanggrahan Keramat,action,1989,saur sepuh 2 pesanggrahan keramat,Indo_Lama,Indo
Tarzan Raja Rimba,adventure,1989,tarzan raja rimba,Indo_Lama,Indo
Wanita Harimau,horror,1989,wanita harimau,Indo_Lama,Indo
Arini II,,1988,arini ii,Indo_Lama,Indo
Catatan Si Boy 2,drama,1988,catatan si boy 2,Indo_Lama,Indo
Diamond Run,action,1988,diamond run,Indo_Lama,Indo
Elegi Buat Nana,drama,1988,elegi buat nana,Indo_Lama,Indo
Irisan-Irisan Hati,drama,1988,irisanirisan hati,Indo_Lama,Indo
Jakarta,action,1988,jakarta,Indo_Lama,Indo
Jodoh Boleh Diatur,comedy,1988,jodoh boleh diatur,Indo_Lama,Indo
Lukisan Berlumur Darah,horror,1988,lukisan berlumur darah,Indo_Lama,Indo
Perawan Rimba,action,1988,perawan rimba,Indo_Lama,Indo
Permainan Dibalik Tirai,adventure,1988,permainan dibalik tirai,Indo_Lama,Indo
Santet,horror,1988,santet,Indo_Lama,Indo
Saur Sepuh: Satria Madangkara,action,1988,saur sepuh satria madangkara,Indo_Lama,Indo
The White Alligator,horror,1988,the white alligator,Indo_Lama,English
Tjoet Nja' Dhien,drama,1988,tjoet nja dhien,Indo_Lama,Indo
Barang Terlarang,crime,1987,barang terlarang,Indo_Lama,Indo
Catatan Si Boy,drama,1987,catatan si boy,Indo_Lama,Indo
Cintaku di Rumah Susun,comedy,1987,cintaku di rumah susun,Indo_Lama,Indo
Depan Bisa Belakang Bisa,comedy,1987,depan bisa belakang bisa,Indo_Lama,Indo
Johny Indo,biography,1987,johny indo,Indo_Lama,Indo
Kelabang Seribu,action,1987,kelabang seribu,Indo_Lama,Indo
Kerikil-Kerikil Tajam,drama,1987,kerikilkerikil tajam,Indo_Lama,Indo
Lupus,,1987,lupus,Indo_Lama,Indo
Maidens Revenge,action,1987,maidens revenge,Indo_Lama,Indo
Menumpas Teroris,action,1987,menumpas teroris,Indo_Lama,Indo
Nada-Nada Rindu,drama,1987,nadanada rindu,Indo_Lama,Indo
Naga Bonar,comedy,1987,naga bonar,Indo_Lama,Indo
Pernikahan Berdarah,action,1987,pernikahan berdarah,Indo_Lama,Indo
Samson and Delilah,adventure,1987,samson and delilah,Indo_Lama,English
Si Buta dari Gua Hantu: Neraka Perut Bumi,action,1987,si buta dari gua hantu neraka perut bumi,Indo_Lama,Indo
Tujuh Manusia Harimau,horror,1987,tujuh manusia harimau,Indo_Lama,Indo
Batas Impian Ranjang Setan,horror,1986,batas impian ranjang setan,Indo_Lama,Indo
Biarkan Bulan Itu,,1986,biarkan bulan itu,Indo_Lama,Indo
Bintang Kejora,comedy,1986,bintang kejora,Indo_Lama,Indo
Final Score,action,1986,final score,Indo_Lama,English
Ibunda,drama,1986,ibunda,Indo_Lama,Indo
Kejarlah Daku Kau Kutangkap,comedy,1986,kejarlah daku kau kutangkap,Indo_Lama,Indo
Keluarga Markum,,1986,keluarga markum,Indo_Lama,Indo
Opera Jakarta,,1986,opera jakarta,Indo_Lama,Indo
Pembalasan Rambu,action,1986,pembalasan rambu,Indo_Lama,Indo
Petualangan Cinta Nyi Blorong,fantasy,1986,petualangan cinta nyi blorong,Indo_Lama,Indo
Sama Juga Bohong,drama,1986,sama juga bohong,Indo_Lama,Indo
Sentuhan Rumput yang Bergoyang,comedy,1986,sentuhan rumput yang bergoyang,Indo_Lama,Indo
Usia Dalam Gejolak,drama,1986,usia dalam gejolak,Indo_Lama,Indo
Bangunnya Nyi Roro Kidul,horror,1985,bangunnya nyi roro kidul,Indo_Lama,Indo
Carok,action,1985,carok,Indo_Lama,Indo
Darah perjaka,,1985,darah perjaka,Indo_Lama,Indo
Doea Tanda Mata,drama,1985,doea tanda mata,Indo_Lama,Indo
Gantian Dong,comedy,1985,gantian dong,Indo_Lama,Indo
Hell Raiders,action,1985,hell raiders,Indo_Lama,Indo
Jaka Sembung & Bergola Ijo,action,1985,jaka sembung  bergola ijo,Indo_Lama,Indo
Kembang Kertas,drama,1985,kembang kertas,Indo_Lama,Indo
Kesempatan Dalam Kesempitan,,1985,kesempatan dalam kesempitan,Indo_Lama,Indo
Komando Samber Nyawa,action,1985,komando samber nyawa,Indo_Lama,Indo
Merpati Tak Pernah Ingkar Janji,drama,1985,merpati tak pernah ingkar janji,Indo_Lama,Indo
Putri Duyung,,1985,putri duyung,Indo_Lama,Indo
Ratu Sakti Calon Arang,action,1985,ratu sakti calon arang,Indo_Lama,Indo
Secangkir Kopi Pahit,drama,1985,secangkir kopi pahit,Indo_Lama,Indo
Si Buta dari Gua Hantu,,1985,si buta dari gua hantu,Indo_Lama,Indo
Sunan Kalijaga & Syech Siti Jenar,action,1985,sunan kalijaga  syech siti jenar,Indo_Lama,Indo
Di Luar Batas,drama,1984,di luar batas,Indo_Lama,Indo
Golok Setan,adventure,1984,golok setan,Indo_Lama,Indo
Itu Bisa Diatur,comedy,1984,itu bisa diatur,Indo_Lama,Indo
Pengkhianatan G30S/PKI,drama,1984,pengkhianatan g30spki,Indo_Lama,Indo
Ponirah Terpidana,drama,1984,ponirah terpidana,Indo_Lama,Indo
Raden Ajeng Kartini,drama,1984,raden ajeng kartini,Indo_Lama,Indo
Revenge of the Ninja,action,1984,revenge of the ninja,Indo_Lama,English
Satria Bergitar,action,1984,satria bergitar,Indo_Lama,Indo
Sunan Kalijaga,action,1984,sunan kalijaga,Indo_Lama,Indo
Tahu Diri Dong,comedy,1984,tahu diri dong,Indo_Lama,Indo
Telaga Angker,horror,1984,telaga angker,Indo_Lama,Indo
Bergola Ijo,comedy,1983,bergola ijo,Indo_Lama,Indo
Budak Nafsu,thriller,1983,budak nafsu,Indo_Lama,Indo
Cinta Segi Tiga,drama,1983,cinta segi tiga,Indo_Lama,Indo
Di Balik Kelambu,drama,1983,di balik kelambu,Indo_Lama,Indo
Escape from Hellhole,action,1983,escape from hellhole,Indo_Lama,Indo
Kamp Tawanan Wanita,action,1983,kamp tawanan wanita,Indo_Lama,Indo
Ken Arok - Ken Dedes,,1983,ken arok  ken dedes,Indo_Lama,Indo
Lebak Membara,action,1983,lebak membara,Indo_Lama,Indo
Maju Kena Mundur Kena,comedy,1983,maju kena mundur kena,Indo_Lama,Indo
Membakar Matahari,action,1983,membakar matahari,Indo_Lama,Indo
Midah Perawan Buronan,,1983,midah perawan buronan,Indo_Lama,Indo
Nyi Ageng Ratu Pemikat,fantasy,1983,nyi ageng ratu pemikat,Indo_Lama,Indo
Pasukan Berani Mati,action,1983,pasukan berani mati,Indo_Lama,Indo
Perhitungan terakhir,action,1983,perhitungan terakhir,Indo_Lama,Indo
Perkawinan Nyi Blorong,fantasy,1983,perkawinan nyi blorong,Indo_Lama,Indo
Pokoknya Beres,comedy,1983,pokoknya beres,Indo_Lama,Indo
The Warrior and the Blind Swordsman,action,1983,the warrior and the blind swordsman,Indo_Lama,English
Aladin dan Lampu Wasiat,action,1982,aladin dan lampu wasiat,Indo_Lama,Indo
Bayi Ajaib,horror,1982,bayi ajaib,Indo_Lama,Indo
Cara Hebat Ikut Penanggulangan Masalah Sosial,comedy,1982,cara hebat ikut penanggulangan masalah sosial,Indo_Lama,Indo
Dongkrak Antik,comedy,1982,dongkrak antik,Indo_Lama,Indo
Ferocious Female Freedom Fighters,action,1982,ferocious female freedom fighters,Indo_Lama,Indo
"Ferocious Female Freedom Fighters, Part 2",action,1982,ferocious female freedom fighters part 2,Indo_Lama,English
Gadis Bionik,action,1982,gadis bionik,Indo_Lama,Indo
Hukum Karma,,1982,hukum karma,Indo_Lama,Indo
Nyi Blorong,fantasy,1982,nyi blorong,Indo_Lama,Indo
Pengabdi Setan,horror,1982,pengabdi setan,Indo_Lama,Indo
Roro Mendut,drama,1982,roro mendut,Indo_Lama,Indo
Sangkuriang,fantasy,1982,sangkuriang,Indo_Lama,Indo
"Seputih Hatinya, Semerah Bibirnya",drama,1982,seputih hatinya semerah bibirnya,Indo_Lama,Indo
Special Silencers,action,1982,special silencers,Indo_Lama,Indo
Sundelbolong,drama,1982,sundelbolong,Indo_Lama,Indo
Tangkuban Perahu,,1982,tangkuban perahu,Indo_Lama,Indo
Titian Serambut Dibelah Tujuh,drama,1982,titian serambut dibelah tujuh,Indo_Lama,Indo
Cewek Jagoan Beraksi Kembali,action,1981,cewek jagoan beraksi kembali,Indo_Lama,Indo
Dr. Karmila,drama,1981,dr karmila,Indo_Lama,Indo
Dukun lintah,horror,1981,dukun lintah,Indo_Lama,Indo
Gundala Putra Petir,action,1981,gundala putra petir,Indo_Lama,Indo
Jaka Sembung,action,1981,jaka sembung,Indo_Lama,Indo
Manusia Enam Juta Dollar,,1981,manusia enam juta dollar,Indo_Lama,Indo
Mystics in Bali,fantasy,1981,mystics in bali,Indo_Lama,English
Serangan Fajar,drama,1981,serangan fajar,Indo_Lama,Indo
Srigala,horror,1981,srigala,Indo_Lama,Indo
Steel-Fisted Dragon,action,1981,steelfisted dragon,Indo_Lama,Indo
Five Deadly Angels,action,1980,five deadly angels,Indo_Lama,Indo
Melodi Cinta Rhoma Irama,drama,1980,melodi cinta rhoma irama,Indo_Lama,Indo
Perempuan dalam Pasungan,drama,1980,perempuan dalam pasungan,Indo_Lama,Indo
Pintar Pintar Bodoh,comedy,1980,pintar pintar bodoh,Indo_Lama,Indo
Rayuan Gombal,comedy,1980,rayuan gombal,Indo_Lama,Indo
Savage Terror,adventure,1980,savage terror,Indo_Lama,Indo
Senyummu Adalah Tangisku,,1980,senyummu adalah tangisku,Indo_Lama,Indo
Usia 18,drama,1980,usia 18,Indo_Lama,Indo
Gita Cinta dari SMA,romance,1979,gita cinta dari sma,Indo_Lama,Indo
Janur Kuning,drama,1979,janur kuning,Indo_Lama,Indo
Kabut Sutra Ungu,drama,1979,kabut sutra ungu,Indo_Lama,Indo
Karate Sabuk Hitam,action,1979,karate sabuk hitam,Indo_Lama,Indo
November 1828,drama,1979,november 1828,Indo_Lama,Indo
Puspa Indah Taman Hati,,1979,puspa indah taman hati,Indo_Lama,Indo
"Si Boneka Kayu, Pinokio",comedy,1979,si boneka kayu pinokio,Indo_Lama,Indo
Tuyul,horror,1979,tuyul,Indo_Lama,Indo
Godaan Siluman Perempuan,horror,1978,godaan siluman perempuan,Indo_Lama,Indo
Kera Sakti,action,1978,kera sakti,Indo_Lama,Indo
Mat Peci,comedy,1978,mat peci,Indo_Lama,Indo
Two in Black Belt,action,1978,two in black belt,Indo_Lama,English
Krakatau,action,1977,krakatau,Indo_Lama,Indo
Pembalasan Si Pitung,,1977,pembalasan si pitung,Indo_Lama,Indo
Suci Sang Primadona,drama,1977,suci sang primadona,Indo_Lama,Indo
Inem Pelayan Sexy,comedy,1976,inem pelayan sexy,Indo_Lama,Indo
Si Doel Anak Modern,comedy,1976,si doel anak modern,Indo_Lama,Indo
Si Pitung Beraksi Kembali,action,1976,si pitung beraksi kembali,Indo_Lama,Indo
Si Pitung,action,1975,si pitung,Indo_Lama,Indo
Ateng Minta Kawin,comedy,1974,ateng minta kawin,Indo_Lama,Indo
Atheis,drama,1974,atheis,Indo_Lama,Indo
Tarsan Kota,adventure,1974,tarsan kota,Indo_Lama,Indo
Akhir Sebuah Impian,drama,1973,akhir sebuah impian,Indo_Lama,Indo
Cinta Pertama,romance,1973,cinta pertama,Indo_Lama,Indo
Si Mamad,comedy,1973,si mamad,Indo_Lama,Indo
The Ghostly Face,action,1973,the ghostly face,Indo_Lama,English
Intan Berduri,drama,1972,intan berduri,Indo_Lama,Indo
Intan Perawan Kubu,adventure,1972,intan perawan kubu,Indo_Lama,Indo
Si Doel Anak Betawi,drama,1972,si doel anak betawi,Indo_Lama,Indo
Wajah Seorang Laki-Laki,drama,1972,wajah seorang lakilaki,Indo_Lama,Indo
Malin Kundang,,1971,malin kundang,Indo_Lama,Indo
Bernapas dalam Lumpur,drama,1970,bernapas dalam lumpur,Indo_Lama,Indo
Badai Selatan,drama,1962,badai selatan,Indo_Lama,Indo
Operation Kalimantan,action,1962,operation kalimantan,Indo_Lama,Indo
Pedjuang,war,1961,pedjuang,Indo_Lama,Indo
Asrama Dara,drama,1958,asrama dara,Indo_Lama,Indo
Tiga Dara,comedy,1956,tiga dara,Indo_Lama,Indo
Tamu Agung,comedy,1955,tamu agung,Indo_Lama,Indo
Lewat Djam Malam,drama,1954,lewat djam malam,Indo_Lama,Indo
The Tiger from Tjampa,drama,1953,the tiger from tjampa,Indo_Lama,English
Enam Djam di Djogja,drama,1951,enam djam di djogja,Indo_Lama,Indo
Darah dan Doa,drama,1950,darah dan doa,Indo_Lama,Indo
Resia Boroboedoer,adventure,1928,resia boroboedoer,Indo_Lama,Indo
Loetoeng Kasaroeng,fantasy,1926,loetoeng kasaroeng,Indo_Lama,Indo
The Tomorrow War,action,2021,the tomorrow war,Indo_Lama,English
Nobody,action,2021,nobody,Indo_Lama,Indo
SAS: Red Notice,action,2021,sas red notice,Indo_Lama,Indo
The Marksman,action,2021,the marksman,Indo_Lama,English
Snake Eyes,action,2021,snake eyes,Indo_Lama,Indo
F9: The Fast Saga,action,2021,f9 the fast saga,Indo_Lama,English
Black Widow,action,2021,black widow,Indo_Lama,Indo
The Suicide Squad,action,2021,the suicide squad,Indo_Lama,English
Preman,action,2021,preman,Indo_Lama,Indo
Free Guy,comedy,2021,free guy,Indo_Lama,Indo
Red Notice,comedy,2021,red notice,Indo_Lama,Indo
Yes Day,comedy,2021,yes day,Indo_Lama,Indo
Coming 2 America,comedy,2021,coming 2 america,Indo_Lama,Indo
Vacation Friends,comedy,2021,vacation friends,Indo_Lama,Indo
Ghost Lab,comedy,2021,ghost lab,Indo_Lama,Indo
Cek Toko Sebelah 2,comedy,2021,cek toko sebelah 2,Indo_Lama,Indo
Yowis Ben Finale,comedy,2021,yowis ben finale,Indo_Lama,Indo
Ali & Ratu Ratu Queens,comedy,2021,ali  ratu ratu queens,Indo_Lama,Indo
Dune,drama,2021,dune,Indo_Lama,Indo
The Father,drama,2021,the father,Indo_Lama,English
Nomadland,drama,2021,nomadland,Indo_Lama,Indo
Minari,drama,2021,minari,Indo_Lama,Indo
The Dig,drama,2021,the dig,Indo_Lama,English
Pieces of a Woman,drama,2021,pieces of a woman,Indo_Lama,English
Penyalin Cahaya,drama,2021,penyalin cahaya,Indo_Lama,Indo
Yuni,drama,2021,yuni,Indo_Lama,Indo
Seperti Dendam Rindu Harus Dibayar Tuntas,drama,2021,seperti dendam rindu harus dibayar tuntas,Indo_Lama,Indo
Losmen Bu Broto,drama,2021,losmen bu broto,Indo_Lama,Indo
A Quiet Place Part II,horror,2021,a quiet place part ii,Indo_Lama,English
The Conjuring 3,horror,2021,the conjuring 3,Indo_Lama,English
Malignant,horror,2021,malignant,Indo_Lama,Indo
Fear Street Part 1,horror,2021,fear street part 1,Indo_Lama,English
Candyman,horror,2021,candyman,Indo_Lama,Indo
The Medium,horror,2021,the medium,Indo_Lama,English
Ivanna,horror,2021,ivanna,Indo_Lama,Indo
Makmum 2,horror,2021,makmum 2,Indo_Lama,Indo
KKN di Desa Penari,horror,2021,kkn di desa penari,Indo_Lama,Indo
Tarian Lengger Maut,horror,2021,tarian lengger maut,Indo_Lama,Indo
To All the Boys: Always and Forever,romance,2021,to all the boys always and forever,Indo_Lama,English
The Map of Tiny Perfect Things,romance,2021,the map of tiny perfect things,Indo_Lama,English
After We Fell,romance,2021,after we fell,Indo_Lama,Indo
Malcolm & Marie,romance,2021,malcolm  marie,Indo_Lama,Indo
The Last Letter from Your Lover,romance,2021,the last letter from your lover,Indo_Lama,English
Layla Majnun,romance,2021,layla majnun,Indo_Lama,Indo
Married with Senior,romance,2021,married with senior,Indo_Lama,Indo
Geez & Ann,romance,2021,geez  ann,Indo_Lama,Indo
A Perfect Fit,romance,2021,a perfect fit,Indo_Lama,English
Love Like the Falling Rain,romance,2021,love like the falling rain,Indo_Lama,English
The Batman,"action,crime,drama",2022,the batman,Indo_Lama,English
Top Gun: Maverick,"action,drama",2022,top gun maverick,Indo_Lama,Indo
Doctor Strange in the Multiverse of Madness,"action,fantasy,horror",2022,doctor strange in the multiverse of madness,Indo_Lama,English
Uncharted,"action,adventure,comedy",2022,uncharted,Indo_Lama,Indo
The Gray Man,"action,thriller",2022,the gray man,Indo_Lama,English
Ambulance,"action,thriller",2022,ambulance,Indo_Lama,Indo
The Big 4,"action,comedy",2022,the big 4,Indo_Lama,English
Sri Asih,"action,fantasy",2022,sri asih,Indo_Lama,Indo
Bullet Train,"action,comedy,thriller",2022,bullet train,Indo_Lama,Indo
RRR,"action,drama",2022,rrr,Indo_Lama,Indo
The Lost City,"comedy,adventure,romance",2022,the lost city,Indo_Lama,English
Ticket to Paradise,"comedy,romance",2022,ticket to paradise,Indo_Lama,English
Bros,"comedy,romance",2022,bros,Indo_Lama,Indo
Senior Year,comedy,2022,senior year,Indo_Lama,Indo
Marry Me,"comedy,romance",2022,marry me,Indo_Lama,Indo
Ghost Writer 2,"horror,comedy",2022,ghost writer 2,Indo_Lama,Indo
Mendarat Darurat,"comedy,drama",2022,mendarat darurat,Indo_Lama,Indo
Ngeri-Ngeri Sedap,"comedy,drama",2022,ngeringeri sedap,Indo_Lama,Indo
Keluarga Cemara 2,"drama,family",2022,keluarga cemara 2,Indo_Lama,Indo
Mumun,"horror,comedy",2022,mumun,Indo_Lama,Indo
Everything Everywhere All at Once,"action,comedy,drama",2022,everything everywhere all at once,Indo_Lama,Indo
The Whale,drama,2022,the whale,Indo_Lama,English
Aftersun,drama,2022,aftersun,Indo_Lama,Indo
Decision to Leave,"drama,romance,thriller",2022,decision to leave,Indo_Lama,English
Close,drama,2022,close,Indo_Lama,Indo
"Before, Now & Then",drama,2022,before now  then,Indo_Lama,Indo
Autobiography,"drama,thriller",2022,autobiography,Indo_Lama,Indo
Like & Share,drama,2022,like  share,Indo_Lama,Indo
Seoul Vibe,"action,comedy",2022,seoul vibe,Indo_Lama,Indo
Carter,"action,thriller",2022,carter,Indo_Lama,Indo
Smile,"horror,thriller",2022,smile,Indo_Lama,Indo
Barbarian,"horror,thriller",2022,barbarian,Indo_Lama,Indo
The Black Phone,"horror,thriller",2022,the black phone,Indo_Lama,English
Nope,"horror,sci-fi",2022,nope,Indo_Lama,Indo
X,horror,2022,x,Indo_Lama,Indo
Pengabdi Setan 2: Communion,"horror,drama",2022,pengabdi setan 2 communion,Indo_Lama,Indo
Qorin,horror,2022,qorin,Indo_Lama,Indo
Satan's Slaves 2,horror,2022,satans slaves 2,Indo_Lama,Indo
The Invitation,"horror,thriller",2022,the invitation,Indo_Lama,English
Oppenheimer,"drama,history",2023,oppenheimer,Indo_Lama,Indo
Barbie,"comedy,fantasy,romance",2023,barbie,Indo_Lama,Indo
Guardians of the Galaxy Vol. 3,"action,adventure,comedy",2023,guardians of the galaxy vol 3,Indo_Lama,English
John Wick: Chapter 4,"action,crime,thriller",2023,john wick chapter 4,Indo_Lama,English
Fast X,"action,crime,thriller",2023,fast x,Indo_Lama,Indo
The Marvels,"action,adventure,comedy",2023,the marvels,Indo_Lama,English
Extraction 2,"action,thriller",2023,extraction 2,Indo_Lama,Indo
The Creator,"action,sci-fi,drama",2023,the creator,Indo_Lama,English
The Big 4 2,"action,comedy",2023,the big 4 2,Indo_Lama,English
Sri Asih 2,"action,fantasy",2023,sri asih 2,Indo_Lama,Indo
Anyone But You,"comedy,romance",2023,anyone but you,Indo_Lama,Indo
No Hard Feelings,"comedy,romance",2023,no hard feelings,Indo_Lama,Indo
Elemental,"animation,comedy,romance",2023,elemental,Indo_Lama,Indo
Wonka,"comedy,fantasy,family",2023,wonka,Indo_Lama,Indo
Migration,"animation,comedy,adventure",2023,migration,Indo_Lama,Indo
Agak Laen,"horror,comedy",2023,agak laen,Indo_Lama,Indo
Ganjil Genap,"comedy,romance",2023,ganjil genap,Indo_Lama,Indo
Cek Toko Sebelah 3,"comedy,drama",2023,cek toko sebelah 3,Indo_Lama,Indo
Mumun 2,"horror,comedy",2023,mumun 2,Indo_Lama,Indo
Losmen Bu Broto 2,"drama,comedy",2023,losmen bu broto 2,Indo_Lama,Indo
Killers of the Flower Moon,"drama,crime,history",2023,killers of the flower moon,Indo_Lama,English
Past Lives,"drama,romance",2023,past lives,Indo_Lama,Indo
The Holdovers,"drama,comedy",2023,the holdovers,Indo_Lama,English
Poor Things,"drama,fantasy,romance",2023,poor things,Indo_Lama,Indo
Napoleon,"drama,history",2023,napoleon,Indo_Lama,Indo
Air,"drama,sport",2023,air,Indo_Lama,Indo
13 Bom di Jakarta,"action,drama,thriller",2023,13 bom di jakarta,Indo_Lama,Indo
Budi Pekerti,drama,2023,budi pekerti,Indo_Lama,Indo
Sleep Call,"drama,thriller",2023,sleep call,Indo_Lama,Indo
Like & Share 2,drama,2023,like  share 2,Indo_Lama,Indo
The Nun II,"horror,mystery",2023,the nun ii,Indo_Lama,English
Talk to Me,"horror,thriller",2023,talk to me,Indo_Lama,English
Insidious: The Red Door,horror,2023,insidious the red door,Indo_Lama,English
Five Nights at Freddy's,"horror,thriller",2023,five nights at freddys,Indo_Lama,Indo
Saw X,"horror,thriller",2023,saw x,Indo_Lama,Indo
Siksa Neraka,horror,2023,siksa neraka,Indo_Lama,Indo
Waktu Maghrib,horror,2023,waktu maghrib,Indo_Lama,Indo
Primbon,"horror,mystery",2023,primbon,Indo_Lama,Indo
Sewu Dino,horror,2023,sewu dino,Indo_Lama,Indo
Di Ambang Kematian,horror,2023,di ambang kematian,Indo_Lama,Indo
Dune: Part Two,"action,adventure,drama",2024,dune part two,Indo_Lama,English
Godzilla x Kong: The New Empire,"action,sci-fi,adventure",2024,godzilla x kong the new empire,Indo_Lama,English
Furiosa: A Mad Max Saga,"action,adventure,drama",2024,furiosa a mad max saga,Indo_Lama,English
Deadpool & Wolverine,"action,comedy,sci-fi",2024,deadpool  wolverine,Indo_Lama,Indo
Kingdom of the Planet of the Apes,"action,sci-fi,drama",2024,kingdom of the planet of the apes,Indo_Lama,English
The Fall Guy,"action,comedy,romance",2024,the fall guy,Indo_Lama,English
Civil War,"action,drama,thriller",2024,civil war,Indo_Lama,Indo
Bad Boys: Ride or Die,"action,comedy,crime",2024,bad boys ride or die,Indo_Lama,Indo
13 Bom di Jakarta 2,"action,thriller,drama",2024,13 bom di jakarta 2,Indo_Lama,Indo
Sri Asih: Rebirth,"action,fantasy",2024,sri asih rebirth,Indo_Lama,Indo
Kung Fu Panda 4,"animation,comedy,action",2024,kung fu panda 4,Indo_Lama,Indo
Mean Girls,"comedy,musical",2024,mean girls,Indo_Lama,Indo
Anyone But You 2,"comedy,romance",2024,anyone but you 2,Indo_Lama,Indo
Hit Man,"comedy,crime,romance",2024,hit man,Indo_Lama,Indo
Ghostbusters: Frozen Empire,"comedy,fantasy",2024,ghostbusters frozen empire,Indo_Lama,Indo
Agak Laen 2,"horror,comedy",2024,agak laen 2,Indo_Lama,Indo
Cek Toko Sebelah 4,"comedy,drama",2024,cek toko sebelah 4,Indo_Lama,Indo
Keluarga Cemara 3,"drama,comedy,family",2024,keluarga cemara 3,Indo_Lama,Indo
Mumun 3,"horror,comedy",2024,mumun 3,Indo_Lama,Indo
Ganjil Genap 2,"comedy,romance",2024,ganjil genap 2,Indo_Lama,Indo
Oppenheimer: Legacy,"drama,history",2024,oppenheimer legacy,Indo_Lama,Indo
Challengers,"drama,romance,sport",2024,challengers,Indo_Lama,Indo
The Zone of Interest,"drama,history",2024,the zone of interest,Indo_Lama,English
Perfect Days,drama,2024,perfect days,Indo_Lama,Indo
Poor Things 2,"drama,fantasy",2024,poor things 2,Indo_Lama,Indo
Budi Pekerti 2,drama,2024,budi pekerti 2,Indo_Lama,Indo
Like & Share 3,drama,2024,like  share 3,Indo_Lama,Indo
Autobiography 2,"drama,thriller",2024,autobiography 2,Indo_Lama,Indo
Sleep Call 2,"drama,thriller",2024,sleep call 2,Indo_Lama,Indo
Losmen Bu Broto 3,drama,2024,losmen bu broto 3,Indo_Lama,Indo
A Quiet Place: Day One,"horror,sci-fi,drama",2024,a quiet place day one,Indo_Lama,English
The First Omen,"horror,mystery",2024,the first omen,Indo_Lama,English
Imaginary,"horror,thriller",2024,imaginary,Indo_Lama,Indo
Night Swim,horror,2024,night swim,Indo_Lama,English
Siksa Kubur,"horror,drama",2024,siksa kubur,Indo_Lama,Indo
Badarawuhi di Desa Penari,"horror,mystery",2024,badarawuhi di desa penari,Indo_Lama,Indo
Pemandi Jenazah,horror,2024,pemandi jenazah,Indo_Lama,Indo
KKN Desa Penari 2,horror,2024,kkn desa penari 2,Indo_Lama,Indo
Ivanna 2,horror,2024,ivanna 2,Indo_Lama,Indo
The Beekeeper 2,"action,thriller,drama",2025,the beekeeper 2,Indo_Lama,English
Mission Impossible 8,"action,adventure,thriller",2025,mission impossible 8,Indo_Lama,Indo
Fast X Part 2,"action,crime,drama",2025,fast x part 2,Indo_Lama,English
The Raid 3,"action,crime,thriller",2025,the raid 3,Indo_Lama,English
Extraction 3,"action,thriller,war",2025,extraction 3,Indo_Lama,Indo
John Wick 5,"action,crime,thriller",2025,john wick 5,Indo_Lama,Indo
Mad Max Wasteland,"action,sci-fi,adventure",2025,mad max wasteland,Indo_Lama,Indo
Avengers Secret Wars,"action,fantasy,sci-fi",2025,avengers secret wars,Indo_Lama,Indo
Gladiator 2,"action,drama,history",2025,gladiator 2,Indo_Lama,Indo
