title,genres,year,clean_title,source,language
#FriendButMarried 2,biography,2020,friendbutmarried 2,Indo_Lama,Indo
4 Mantan,thriller,2020,4 mantan,Indo_Lama,Indo
Aku Tahu Kapan Kamu Mati,horror,2020,aku tahu kapan kamu mati,Indo_Lama,Indo
Anak Garuda,adventure,2020,anak garuda,Indo_Lama,Indo
Dignitate,drama,2020,dignitate,Indo_Lama,Indo
Guru-Guru Gokil,comedy,2020,guruguru gokil,Indo_Lama,Indo
Hunter in the Blue Side of Manchester,biography,2020,hunter in the blue side of manchester,Indo_Lama,English
Janin,horror,2020,janin,Indo_Lama,Indo
Mangkujiwo,horror,2020,mangkujiwo,Indo_Lama,Indo
Mariposa,drama,2020,mariposa,Indo_Lama,Indo
May the Devil Take You: Chapter Two,horror,2020,may the devil take you chapter two,Indo_Lama,English
Milea,drama,2020,milea,Indo_Lama,Indo
Nanti Kita Cerita Tentang Hari Ini,drama,2020,nanti kita cerita tentang hari ini,Indo_Lama,Indo
Nikah Yuk,drama,2020,nikah yuk,Indo_Lama,Indo
Rasuk 2,horror,2020,rasuk 2,Indo_Lama,Indo
Si Doel the Movie 3,drama,2020,si doel the movie 3,Indo_Lama,English
Surat dari Kematian,horror,2020,surat dari kematian,Indo_Lama,Indo
Temen Kondangan,comedy,2020,temen kondangan,Indo_Lama,Indo
Titus: Mystery of the Enygma,animation,2020,titus mystery of the enygma,Indo_Lama,English
Toko Barang Mantan,comedy,2020,toko barang mantan,Indo_Lama,Indo
#Malam Jumat: The Movie,horror,2019,malam jumat the movie,Indo_Lama,English
#MoveOnAja,comedy,2019,moveonaja,Indo_Lama,Indo
27 Steps of May,drama,2019,27 steps of may,Indo_Lama,English
99 Nama Cinta,drama,2019,99 nama cinta,Indo_Lama,Indo
Abracadabra,comedy,2019,abracadabra,Indo_Lama,Indo
After Met You,drama,2019,after met you,Indo_Lama,Indo
Ajari Aku Islam,drama,2019,ajari aku islam,Indo_Lama,Indo
Ambu,drama,2019,ambu,Indo_Lama,Indo
Anak Hoki,drama,2019,anak hoki,Indo_Lama,Indo
Anak Muda Palsu,comedy,2019,anak muda palsu,Indo_Lama,Indo
Antologi Rasa,drama,2019,antologi rasa,Indo_Lama,Indo
Arwah Noni Belanda,horror,2019,arwah noni belanda,Indo_Lama,Indo
Bebas,comedy,2019,bebas,Indo_Lama,Indo
Bike Boyz,comedy,2019,bike boyz,Indo_Lama,Indo
Bridezilla,comedy,2019,bridezilla,Indo_Lama,Indo
Bumi Itu Bulat,drama,2019,bumi itu bulat,Indo_Lama,Indo
Calon Bini,comedy,2019,calon bini,Indo_Lama,Indo
Danur 3: Sunyaruri,horror,2019,danur 3 sunyaruri,Indo_Lama,Indo
Darah Daging,action,2019,darah daging,Indo_Lama,Indo
Death Whisper,horror,2019,death whisper,Indo_Lama,Indo
Dilan 1991,drama,2019,dilan 1991,Indo_Lama,Indo
Doremi & You,drama,2019,doremi  you,Indo_Lama,Indo
DreadOut,adventure,2019,dreadout,Indo_Lama,Indo
Dua Garis Biru,drama,2019,dua garis biru,Indo_Lama,Indo
Eggnoid,drama,2019,eggnoid,Indo_Lama,Indo
Ghost Writer,comedy,2019,ghost writer,Indo_Lama,Indo
Gundala,action,2019,gundala,Indo_Lama,Indo
Habibie & Ainun 3,biography,2019,habibie  ainun 3,Indo_Lama,Indo
Hayya: The Power of Love 2,drama,2019,hayya the power of love 2,Indo_Lama,English
Hiruk-Pikuk Si Al-Kisah,drama,2019,hirukpikuk si alkisah,Indo_Lama,Indo
Hit & Run,action,2019,hit  run,Indo_Lama,Indo
Homecoming,drama,2019,homecoming,Indo_Lama,Indo
Horas Amang: Tiga Bulan Untuk Selamanya,comedy,2019,horas amang tiga bulan untuk selamanya,Indo_Lama,Indo
Humba Dreams,drama,2019,humba dreams,Indo_Lama,Indo
Ikut Aku ke Neraka,horror,2019,ikut aku ke neraka,Indo_Lama,Indo
Imperfect,comedy,2019,imperfect,Indo_Lama,Indo
Impetigore,drama,2019,impetigore,Indo_Lama,Indo
Iqro: My Universe,drama,2019,iqro my universe,Indo_Lama,Indo
Jeritan Malam,horror,2019,jeritan malam,Indo_Lama,Indo
"Kajeng Kliwon, Nightmare in Bali",horror,2019,kajeng kliwon nightmare in bali,Indo_Lama,English
Kapal Goyang Kapten,comedy,2019,kapal goyang kapten,Indo_Lama,Indo
Kelam,horror,2019,kelam,Indo_Lama,Indo
Kembalinya Anak Iblis,horror,2019,kembalinya anak iblis,Indo_Lama,Indo
Koboy Kampus,comedy,2019,koboy kampus,Indo_Lama,Indo
Koki-Koki Cilik 2,drama,2019,kokikoki cilik 2,Indo_Lama,Indo
Kuambil Lagi Hatiku,drama,2019,kuambil lagi hatiku,Indo_Lama,Indo
Kuntilanak 2,horror,2019,kuntilanak 2,Indo_Lama,Indo
Kutuk,horror,2019,kutuk,Indo_Lama,Indo
Lagi-Lagi Ateng,comedy,2019,lagilagi ateng,Indo_Lama,Indo
Lampor: Keranda Terbang,drama,2019,lampor keranda terbang,Indo_Lama,Indo
Laundry Show,comedy,2019,laundry show,Indo_Lama,Indo
Leak (Penangkeb),horror,2019,leak penangkeb,Indo_Lama,Indo
Lorong,horror,2019,lorong,Indo_Lama,Indo
Love Is Blind,comedy,2019,love is blind,Indo_Lama,Indo
Love for Sale 2,drama,2019,love for sale 2,Indo_Lama,Indo
Lukisan Ratu Kidul,horror,2019,lukisan ratu kidul,Indo_Lama,Indo
Mahasiswi Baru,comedy,2019,mahasiswi baru,Indo_Lama,Indo
Makmum,horror,2019,makmum,Indo_Lama,Indo
Mantan Manten,drama,2019,mantan manten,Indo_Lama,Indo
Mata Batin 2,drama,2019,mata batin 2,Indo_Lama,Indo
MatiAnak,horror,2019,matianak,Indo_Lama,Indo
Matt & Mou,comedy,2019,matt  mou,Indo_Lama,Indo
Mekah I'm Coming,comedy,2019,mekah im coming,Indo_Lama,Indo
MeloDylan,drama,2019,melodylan,Indo_Lama,Indo
Mendadak Kaya,comedy,2019,mendadak kaya,Indo_Lama,Indo
My Stupid Boss 2,adventure,2019,my stupid boss 2,Indo_Lama,Indo
Nightmare Side: Delusional,horror,2019,nightmare side delusional,Indo_Lama,Indo
Orang Kaya Baru,comedy,2019,orang kaya baru,Indo_Lama,Indo
PSP: Gaya Mahasiswa,comedy,2019,psp gaya mahasiswa,Indo_Lama,Indo
Pariban: Idola dari Tanah Jawa,comedy,2019,pariban idola dari tanah jawa,Indo_Lama,Indo
Perjanjian dengan Iblis,horror,2019,perjanjian dengan iblis,Indo_Lama,Indo
Pintu Merah,horror,2019,pintu merah,Indo_Lama,Indo
Pocong the Origin,adventure,2019,pocong the origin,Indo_Lama,English
Pohon Terkenal,drama,2019,pohon terkenal,Indo_Lama,Indo
Preman Pensiun,comedy,2019,preman pensiun,Indo_Lama,Indo
Pretty Boys,comedy,2019,pretty boys,Indo_Lama,Indo
Ratu Ilmu Hitam,horror,2019,ratu ilmu hitam,Indo_Lama,Indo
Rembulan Tenggelam di Wajahmu,drama,2019,rembulan tenggelam di wajahmu,Indo_Lama,Indo
Reva: Guna Guna,horror,2019,reva guna guna,Indo_Lama,Indo
Ritual,horror,2019,ritual,Indo_Lama,Indo
Roh Fasik,horror,2019,roh fasik,Indo_Lama,Indo
Roy Kiyoshi: The Untold Story,horror,2019,roy kiyoshi the untold story,Indo_Lama,English
Rumah Kentang: The Beginning,drama,2019,rumah kentang the beginning,Indo_Lama,English
Rumah Merah Putih,drama,2019,rumah merah putih,Indo_Lama,Indo
Rumput Tetangga,comedy,2019,rumput tetangga,Indo_Lama,Indo
Sabyan Menjemput Mimpi,drama,2019,sabyan menjemput mimpi,Indo_Lama,Indo
Satu Suro,horror,2019,satu suro,Indo_Lama,Indo
Say I Love You,drama,2019,say i love you,Indo_Lama,Indo
Sekte,horror,2019,sekte,Indo_Lama,Indo
Senior,drama,2019,senior,Indo_Lama,Indo
Si Doel the Movie 2,drama,2019,si doel the movie 2,Indo_Lama,English
Si Manis Jembatan Ancol,horror,2019,si manis jembatan ancol,Indo_Lama,Indo
Sin,drama,2019,sin,Indo_Lama,Indo
Single 2,comedy,2019,single 2,Indo_Lama,Indo
Susi Susanti: Love All,biography,2019,susi susanti love all,Indo_Lama,Indo
Tabu: Mengusik Gerbang Iblis,horror,2019,tabu mengusik gerbang iblis,Indo_Lama,Indo
Tembang Lingsir,horror,2019,tembang lingsir,Indo_Lama,Indo
Terimakasih Cinta,drama,2019,terimakasih cinta,Indo_Lama,Indo
Terlalu Tampan,comedy,2019,terlalu tampan,Indo_Lama,Indo
The Fugitive,drama,2019,the fugitive,Indo_Lama,English
The Sacred Riana: Beginning,horror,2019,the sacred riana beginning,Indo_Lama,English
The Santri,adventure,2019,the santri,Indo_Lama,English
The Way I Love You,drama,2019,the way i love you,Indo_Lama,English
This Earth of Mankind,drama,2019,this earth of mankind,Indo_Lama,English
Trinity Traveler,adventure,2019,trinity traveler,Indo_Lama,Indo
Twivortiare,drama,2019,twivortiare,Indo_Lama,Indo
Uka-Uka the Movie: Nini Tulang,horror,2019,ukauka the movie nini tulang,Indo_Lama,English
Warkop DKI Reborn 3,adventure,2019,warkop dki reborn 3,Indo_Lama,Indo
Wedding Agreement,drama,2019,wedding agreement,Indo_Lama,Indo
Yowis Ben 2,comedy,2019,yowis ben 2,Indo_Lama,Indo
Zeta: When the Dead Awaken,action,2019,zeta when the dead awaken,Indo_Lama,English
#FriendButMarried,biography,2018,friendbutmarried,Indo_Lama,Indo
13: The Haunted,horror,2018,13 the haunted,Indo_Lama,English
212: The Power of Love,drama,2018,212 the power of love,Indo_Lama,English
22 Menit,action,2018,22 menit,Indo_Lama,Indo
3 Dara 2,comedy,2018,3 dara 2,Indo_Lama,Indo
A Man Called Ahok,biography,2018,a man called ahok,Indo_Lama,English
Aib #Cyberbully,horror,2018,aib cyberbully,Indo_Lama,Indo
Alas Pati: Hutan Mati,adventure,2018,alas pati hutan mati,Indo_Lama,Indo
Ananta,comedy,2018,ananta,Indo_Lama,Indo
Arini,drama,2018,arini,Indo_Lama,Indo
Aruna & Lidahnya,drama,2018,aruna  lidahnya,Indo_Lama,Indo
Arwah Tumbal Nyai the Trilogy: Part Arwah,horror,2018,arwah tumbal nyai the trilogy part arwah,Indo_Lama,English
Arwah Tumbal Nyai the Trilogy: Part Nyai,horror,2018,arwah tumbal nyai the trilogy part nyai,Indo_Lama,English
Asal Kau Bahagia,drama,2018,asal kau bahagia,Indo_Lama,Indo
Asih,horror,2018,asih,Indo_Lama,Indo
Assalamualaikum Calon Imam,drama,2018,assalamualaikum calon imam,Indo_Lama,Indo
Ave Maryam,drama,2018,ave maryam,Indo_Lama,Indo
Baco Becce,comedy,2018,baco becce,Indo_Lama,Indo
Bayi Gaib: Bayi Tumbal Bayi Mati,horror,2018,bayi gaib bayi tumbal bayi mati,Indo_Lama,Indo
Belok Kanan Barcelona,adventure,2018,belok kanan barcelona,Indo_Lama,Indo
Benyamin Biang Kerok,comedy,2018,benyamin biang kerok,Indo_Lama,Indo
Bisikan Iblis,horror,2018,bisikan iblis,Indo_Lama,Indo
Bodyguard Ugal-Ugalan,comedy,2018,bodyguard ugalugalan,Indo_Lama,Indo
Buffalo Boys,action,2018,buffalo boys,Indo_Lama,Indo
Cinta sama dengan Cindolo Na Tape,comedy,2018,cinta sama dengan cindolo na tape,Indo_Lama,Indo
DOA (Doyok-Otoy-Ali Oncom): Cari Jodoh,comedy,2018,doa doyokotoyali oncom cari jodoh,Indo_Lama,Indo
Dancing in the Rain,drama,2018,dancing in the rain,Indo_Lama,English
Danur 2: Maddah,horror,2018,danur 2 maddah,Indo_Lama,Indo
Dear Nathan Hello Salma,drama,2018,dear nathan hello salma,Indo_Lama,Indo
Dilan 1990,drama,2018,dilan 1990,Indo_Lama,Indo
Dimsum Martabak,comedy,2018,dimsum martabak,Indo_Lama,Indo
Dongeng Mistis,horror,2018,dongeng mistis,Indo_Lama,Indo
Eiffel I'm in Love 2,drama,2018,eiffel im in love 2,Indo_Lama,English
Generasi Micin,comedy,2018,generasi micin,Indo_Lama,Indo
Gentayangan,horror,2018,gentayangan,Indo_Lama,Indo
Gila Lu Ndro,comedy,2018,gila lu ndro,Indo_Lama,Indo
Hanum & Rangga: Faith & The City,drama,2018,hanum  rangga faith  the city,Indo_Lama,English
Insya Allah Sah 2,action,2018,insya allah sah 2,Indo_Lama,Indo
Jaga Pocong,horror,2018,jaga pocong,Indo_Lama,Indo
Jailangkung 2,horror,2018,jailangkung 2,Indo_Lama,Indo
Jaran Goyang,horror,2018,jaran goyang,Indo_Lama,Indo
Jelita Sejuba: Mencintai Kesatria Negara,drama,2018,jelita sejuba mencintai kesatria negara,Indo_Lama,Indo
Kafir: Bersekutu dengan Setan,drama,2018,kafir bersekutu dengan setan,Indo_Lama,Indo
Keluarga Cemara,drama,2018,keluarga cemara,Indo_Lama,Indo
Kenapa Harus Bule?,drama,2018,kenapa harus bule,Indo_Lama,Indo
Kesempatan Kedu(d)a,comedy,2018,kesempatan keduda,Indo_Lama,Indo
Kisah Dua Jendela,drama,2018,kisah dua jendela,Indo_Lama,Indo
Koki-Koki Cilik,drama,2018,kokikoki cilik,Indo_Lama,Indo
Kucumbu Tubuh Indahku,drama,2018,kucumbu tubuh indahku,Indo_Lama,Indo
Kulari ke Pantai,adventure,2018,kulari ke pantai,Indo_Lama,Indo
Kuntilanak,comedy,2018,kuntilanak,Indo_Lama,Indo
Liam dan Laila,drama,2018,liam dan laila,Indo_Lama,Indo
Lima,drama,2018,lima,Indo_Lama,Indo
Love for Sale,drama,2018,love for sale,Indo_Lama,Indo
Mama Mama Jagoan,comedy,2018,mama mama jagoan,Indo_Lama,Indo
May the Devil Take You,horror,2018,may the devil take you,Indo_Lama,English
Meet Me After Sunset,drama,2018,meet me after sunset,Indo_Lama,Indo
Menunggu Pagi,drama,2018,menunggu pagi,Indo_Lama,Indo
Message Man,action,2018,message man,Indo_Lama,Indo
Milly & Mamet: Ini Bukan Cinta & Rangga,comedy,2018,milly  mamet ini bukan cinta  rangga,Indo_Lama,Indo
Moonrise Over Egypt,history,2018,moonrise over egypt,Indo_Lama,Indo
Pai kau,drama,2018,pai kau,Indo_Lama,Indo
Partikelir,action,2018,partikelir,Indo_Lama,Indo
Petualangan Menangkap Petir,drama,2018,petualangan menangkap petir,Indo_Lama,Indo
"R: Raja, Ratu, & Rahasia",drama,2018,r raja ratu  rahasia,Indo_Lama,Indo
Rasuk,horror,2018,rasuk,Indo_Lama,Indo
Reuni Z,comedy,2018,reuni z,Indo_Lama,Indo
Revan & Reina,drama,2018,revan  reina,Indo_Lama,Indo
Rompis,drama,2018,rompis,Indo_Lama,Indo
Rumah Belanda,horror,2018,rumah belanda,Indo_Lama,Indo
Sabrina,horror,2018,sabrina,Indo_Lama,Indo
Sajen,horror,2018,sajen,Indo_Lama,Indo
Sakral,horror,2018,sakral,Indo_Lama,Indo
Serendipity,drama,2018,serendipity,Indo_Lama,Indo
Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi,horror,2018,sesat yang sudah pergi jangan dipanggil lagi,Indo_Lama,Indo
Sesuai Aplikasi,comedy,2018,sesuai aplikasi,Indo_Lama,Indo
Si Doel the Movie,drama,2018,si doel the movie,Indo_Lama,English
Siap Gan!,comedy,2018,siap gan,Indo_Lama,Indo
Silam,horror,2018,silam,Indo_Lama,Indo
Skull,action,2018,skull,Indo_Lama,Indo
Something in Between,drama,2018,something in between,Indo_Lama,English
"Sultan Agung: Tahta, Perjuangan, Cinta",action,2018,sultan agung tahta perjuangan cinta,Indo_Lama,Indo
Suzzanna: Bernapas dalam Kubur,comedy,2018,suzzanna bernapas dalam kubur,Indo_Lama,Indo
Target,comedy,2018,target,Indo_Lama,Indo
Terbang: Menembus Langit,biography,2018,terbang menembus langit,Indo_Lama,Indo
The Gift,drama,2018,the gift,Indo_Lama,English
The Night Comes for Us,action,2018,the night comes for us,Indo_Lama,English
The Perfect Husband,drama,2018,the perfect husband,Indo_Lama,English
The Returning,horror,2018,the returning,Indo_Lama,English
The Secret: Suster Ngesot Urban Legend,horror,2018,the secret suster ngesot urban legend,Indo_Lama,English
Tujuh Bidadari,horror,2018,tujuh bidadari,Indo_Lama,Indo
Tumbal: The Ritual,horror,2018,tumbal the ritual,Indo_Lama,English
Tusuk Jelangkung di Lubang Buaya,horror,2018,tusuk jelangkung di lubang buaya,Indo_Lama,Indo
Udah Putusin Aja!,drama,2018,udah putusin aja,Indo_Lama,Indo
Wahana Rumah Hantu,adventure,2018,wahana rumah hantu,Indo_Lama,Indo
Wiro Sableng 212,action,2018,wiro sableng 212,Indo_Lama,Indo
Yowis Ben,comedy,2018,yowis ben,Indo_Lama,Indo
12:06 Rumah Kucing,horror,2017,1206 rumah kucing,Indo_Lama,Indo
5 Cowok Jagoan,action,2017,5 cowok jagoan,Indo_Lama,Indo
"A: Aku, Benci, & Cinta",drama,2017,a aku benci  cinta,Indo_Lama,Indo
After School Horror 2,horror,2017,after school horror 2,Indo_Lama,Indo
Baracas: Barisan Anti Cinta Asmara,comedy,2017,baracas barisan anti cinta asmara,Indo_Lama,Indo
Berangkat!,comedy,2017,berangkat,Indo_Lama,Indo
Beyond Skyline,action,2017,beyond skyline,Indo_Lama,Indo
Bukaan 8,comedy,2017,bukaan 8,Indo_Lama,Indo
Chrisye,biography,2017,chrisye,Indo_Lama,Indo
Critical Eleven,drama,2017,critical eleven,Indo_Lama,Indo
Danur: I Can See Ghosts,horror,2017,danur i can see ghosts,Indo_Lama,Indo
Dear Nathan,drama,2017,dear nathan,Indo_Lama,Indo
Demi Cinta,comedy,2017,demi cinta,Indo_Lama,Indo
Duka Sedalam Cinta,drama,2017,duka sedalam cinta,Indo_Lama,Indo
Filosofi Kopi 2: Ben & Jody,adventure,2017,filosofi kopi 2 ben  jody,Indo_Lama,Indo
Galih dan Ratna,drama,2017,galih dan ratna,Indo_Lama,Indo
Gasing Tengkorak,horror,2017,gasing tengkorak,Indo_Lama,Indo
Hantu Gunung Kawi,horror,2017,hantu gunung kawi,Indo_Lama,Indo
Hujan Bulan Juni,drama,2017,hujan bulan juni,Indo_Lama,Indo
Insya Allah Sah,comedy,2017,insya allah sah,Indo_Lama,Indo
Jailangkung,horror,2017,jailangkung,Indo_Lama,Indo
Jomblo,comedy,2017,jomblo,Indo_Lama,Indo
KAILI: Karena Aku Ingin Kembali,drama,2017,kaili karena aku ingin kembali,Indo_Lama,Indo
Kartini,biography,2017,kartini,Indo_Lama,Indo
Keluarga Tak Kasat Mata,horror,2017,keluarga tak kasat mata,Indo_Lama,Indo
Labuan Hati,drama,2017,labuan hati,Indo_Lama,Indo
London Love Story 2,drama,2017,london love story 2,Indo_Lama,Indo
Mantan,drama,2017,mantan,Indo_Lama,Indo
Marlina the Murderer in Four Acts,drama,2017,marlina the murderer in four acts,Indo_Lama,English
Mars Met Venus (Part Cewe),comedy,2017,mars met venus part cewe,Indo_Lama,Indo
Mata Batin,drama,2017,mata batin,Indo_Lama,Indo
Mau Jadi Apa?,comedy,2017,mau jadi apa,Indo_Lama,Indo
Merah Putih Memanggil,action,2017,merah putih memanggil,Indo_Lama,Indo
Mereka Yang Tak Terlihat,horror,2017,mereka yang tak terlihat,Indo_Lama,Indo
Moammar Emka's Jakarta Undercover,drama,2017,moammar emkas jakarta undercover,Indo_Lama,Indo
Mooncake Story,drama,2017,mooncake story,Indo_Lama,Indo
My Generation,drama,2017,my generation,Indo_Lama,Indo
Night Bus,crime,2017,night bus,Indo_Lama,English
One Fine Day,drama,2017,one fine day,Indo_Lama,Indo
Perfect Dream,drama,2017,perfect dream,Indo_Lama,Indo
Pertaruhan,action,2017,pertaruhan,Indo_Lama,Indo
Petak Umpet Minako,horror,2017,petak umpet minako,Indo_Lama,Indo
Posesif,drama,2017,posesif,Indo_Lama,Indo
Rafathar,adventure,2017,rafathar,Indo_Lama,Indo
Ruqyah: The Exorcism,horror,2017,ruqyah the exorcism,Indo_Lama,English
Satan's Slaves,drama,2017,satans slaves,Indo_Lama,Indo
Satria Heroes: Revenge of the Darkness,action,2017,satria heroes revenge of the darkness,Indo_Lama,English
Satu Hari Nanti,drama,2017,satu hari nanti,Indo_Lama,Indo
Security Ugal-Ugalan,action,2017,security ugalugalan,Indo_Lama,Indo
Sekala Niskala,drama,2017,sekala niskala,Indo_Lama,Indo
Si Juki,animation,2017,si juki,Indo_Lama,Indo
Silariang the Movie,drama,2017,silariang the movie,Indo_Lama,English
Stip & Pensil,comedy,2017,stip  pensil,Indo_Lama,Indo
Suhu Beku: The Movie,drama,2017,suhu beku the movie,Indo_Lama,English
Surat Cinta Untuk Starla the Movie,drama,2017,surat cinta untuk starla the movie,Indo_Lama,English
Surat Kecil Untuk Tuhan,drama,2017,surat kecil untuk tuhan,Indo_Lama,Indo
Surau dan Silek,drama,2017,surau dan silek,Indo_Lama,Indo
Surga Yang Tak Dirindukan 2,drama,2017,surga yang tak dirindukan 2,Indo_Lama,Indo
Susah Sinyal,comedy,2017,susah sinyal,Indo_Lama,Indo
Sweet 20,comedy,2017,sweet 20,Indo_Lama,Indo
The Carousel Never Stops Turning,drama,2017,the carousel never stops turning,Indo_Lama,English
The Curse,horror,2017,the curse,Indo_Lama,English
The Doll 2,horror,2017,the doll 2,Indo_Lama,English
The Guys,comedy,2017,the guys,Indo_Lama,English
The Underdogs,comedy,2017,the underdogs,Indo_Lama,English
"Trinity, The Nekad Traveler",adventure,2017,trinity the nekad traveler,Indo_Lama,English
Ular Tangga,horror,2017,ular tangga,Indo_Lama,Indo
Valentine,action,2017,valentine,Indo_Lama,Indo
Verses of Love 2,drama,2017,verses of love 2,Indo_Lama,English
